c_resid,unit,nace_r2,deg_urb,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
FOR,NR,I551,TOTAL,FR24	: 	1160346 	1337361 	1332348 	1351923 	1299067 
FOR,NR,I551,TOTAL,FR25	: 	1156336 	1206301 	1341303 	1191972 	1045899 
FOR,NR,I551,TOTAL,FR26	: 	1587071 	1751531 	1651413 	1457599 	1453206 
FOR,NR,I551,TOTAL,FR3	: 	1819755 	1742673 	1689784 	1511272 	1421044 
FOR,NR,I551,TOTAL,FR30	: 	1819755 	1742673 	1689784 	1511272 	1421044 
FOR,NR,I551,TOTAL,FR4	: 	3995091 	3975316 	3878168 	3807860 	3439904 
FOR,NR,I551,TOTAL,FR41	: 	821554 	822962 	776161 	801944 	752299 
FOR,NR,I551,TOTAL,FR42	: 	2771820 	2756458 	2778531 	2690627 	2410970 
FOR,NR,I551,TOTAL,FR43	: 	401717 	395896 	323476 	315289 	276635 
FOR,NR,I551,TOTAL,FR5	: 	2500078 	2484043 	2332608 	2257072 	2123496 
FOR,NR,I551,TOTAL,FR51	: 	760717 	729796 	644122 	664079 	653898 
FOR,NR,I551,TOTAL,FR52	: 	1131214 	1164685 	1156311 	1072375 	1012015 
FOR,NR,I551,TOTAL,FR53	: 	608146 	589563 	532176 	520617 	457582 
FOR,NR,I551,TOTAL,FR6	: 	4527796 	4386989 	4255397 	4054921 	4052751 
FOR,NR,I551,TOTAL,FR61	: 	1866572 	1788856 	1659315 	1495221 	1379237 
FOR,NR,I551,TOTAL,FR62	: 	2507068 	2444235 	2449550 	2408841 	2546371 
FOR,NR,I551,TOTAL,FR63	: 	154156 	153898 	146532 	150858 	127143 
FOR,NR,I551,TOTAL,FR7	: 	6091758 	5702441 	5143566 	5504062 	4945852 
FOR,NR,I551,TOTAL,FR71	: 	5691263 	5312590 	4772011 	5158242 	4589762 
FOR,NR,I551,TOTAL,FR72	: 	400495 	389851 	371555 	345819 	356090 
FOR,NR,I551,TOTAL,FR8	: 	10917909 	11381705 	11032769 	11209651 	10530502 
FOR,NR,I551,TOTAL,FR81	: 	1603026 	1559889 	1508326 	1588393 	1431259 
FOR,NR,I551,TOTAL,FR82	: 	8449974 	9024343 	8721522 	8816499 	8373008 
FOR,NR,I551,TOTAL,FR83	: 	864909 	797473 	802921 	804759 	726235 
FOR,NR,I551,TOTAL,FRA	: 	: c	675176 	611948 	: 	: 
FOR,NR,I551,TOTAL,FRA1	: 	193463 u	161976 	126819 	: 	: 
FOR,NR,I551,TOTAL,FRA2	: 	229109 u	299002 	268044 	177723 	141275 
FOR,NR,I551,TOTAL,FRA3	: 	92043 u	69253 	83542 	49952 	65459 
FOR,NR,I551,TOTAL,FRA4	: 	148009 	144946 	133544 	122619 	98142 
FOR,NR,I551,TOTAL,FRA5	: 	: c	0 	0 	: 	: 
FOR,NR,I551,TOTAL,FRB	1291417 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRB0	1291417 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRC	2056333 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRC1	1615877 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRC2	440457 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRD	1879237 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRD1	1236688 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRD2	642549 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRE	2309080 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRE1	1712571 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRE2	596508 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRF	4761836 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRF1	2936238 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRF2	903627 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRF3	921972 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRG	805691 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRG0	805691 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRH	1210088 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRH0	1210088 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRI	2754772 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRI1	1969698 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRI2	169506 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRI3	615568 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRJ	4360242 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRJ1	1670697 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRJ2	2689545 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRK	6107249 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRK1	442524 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRK2	5664724 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRL	8984581 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRL0	8984581 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRM	818747 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRM0	818747 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRY	: c	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRY1	263539 u	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRY2	199716 u	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRY3	89260 u	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRY4	184228 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,FRY5	: c	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,HR	22148452 	20871999 	19851214 	18891924 	18900602 	18879352 b
FOR,NR,I551,TOTAL,HR0	22148452 	20871999 	19851214 	18891924 	18900602 	18879352 b
FOR,NR,I551,TOTAL,HR03	20370616 	19373524 	18458352 	17601727 	17702401 	17826272 b
FOR,NR,I551,TOTAL,HR04	1777836 	1498475 	1392862 	1290197 	1198201 	1053080 b
FOR,NR,I551,TOTAL,HU	12754054 	11801752 	11092521 	10653116 	10367322 	9938268 
FOR,NR,I551,TOTAL,HU1	8418282 	7816893 	7463243 	7025279 	6794571 	6492709 
FOR,NR,I551,TOTAL,HU10	: 	7816893 	7463243 	7025279 	6794571 	6492709 
FOR,NR,I551,TOTAL,HU11	8101081 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,HU12	317201 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,HU2	3115868 	2867951 	2637791 	2668912 	2704792 	2622238 
FOR,NR,I551,TOTAL,HU21	506179 	456285 	441412 	422546 	403860 	395013 
FOR,NR,I551,TOTAL,HU22	2211602 	2050016 	1856044 	1893966 	1948775 	1880583 
FOR,NR,I551,TOTAL,HU23	398087 	361650 	340335 	352400 	352157 	346642 
FOR,NR,I551,TOTAL,HU3	1219904 	1116908 	991487 	958925 	867959 	823321 
FOR,NR,I551,TOTAL,HU31	337007 	324634 	282257 	259306 	232742 	207191 
FOR,NR,I551,TOTAL,HU32	487653 	465814 	423956 	416868 	372890 	361857 
FOR,NR,I551,TOTAL,HU33	395244 	326460 	285274 	282751 	262327 	254273 
FOR,NR,I551,TOTAL,IE	: 	12904044 e	10789960 e	8668203 e	8658824 e	9430436 be
FOR,NR,I551,TOTAL,IE0	: 	12904044 e	10789960 e	8668203 e	8658824 e	9430436 be
FOR,NR,I551,TOTAL,IE01	: 	2355836 e	2069696 e	2120596 e	2075336 	: 
FOR,NR,I551,TOTAL,IE02	: 	10548208 e	8720264 e	6547607 e	6583488 	: 
FOR,NR,I551,TOTAL,IS	: 	4571486 	3613046 	2787254 	2346540 	2024321 
FOR,NR,I551,TOTAL,IS0	: 	4571486 	3613046 	2787254 	2346540 	2024321 
FOR,NR,I551,TOTAL,IS00	: 	4571486 	3613046 	2787254 	2346540 	2024321 
FOR,NR,I551,TOTAL,IT	136114096 	131988707 	129680864 	127373740 	126330288 	122700343 
FOR,NR,I551,TOTAL,ITC	26618935 	25514131 	25821738 	23320575 	22831721 	22408346 
FOR,NR,I551,TOTAL,ITC1	3710609 	3477643 	3729673 	3187331 	3097513 	3189377 
FOR,NR,I551,TOTAL,ITC2	1121423 	1077417 	1028149 	971846 	913401 	924285 
FOR,NR,I551,TOTAL,ITC3	4138711 	4113267 	4005333 	3830323 	3792027 	3364847 
FOR,NR,I551,TOTAL,ITC4	17648192 	16845804 	17058583 	15331075 	15028780 	14929837 
FOR,NR,I551,TOTAL,ITF	12591744 	12295027 	11454809 	11017823 	10961584 	10431599 
FOR,NR,I551,TOTAL,ITF1	507821 	521763 	485214 	524897 	608635 	671980 
FOR,NR,I551,TOTAL,ITF2	29968 	33811 	32351 	32461 	31741 	29075 
FOR,NR,I551,TOTAL,ITF3	8102900 	8054818 	7598382 	7167328 	7123491 	6644864 
FOR,NR,I551,TOTAL,ITF4	2063074 	1948013 	1757592 	1732452 	1627817 	1577083 
FOR,NR,I551,TOTAL,ITF5	175021 	177663 	171823 	171291 	139685 	116354 
FOR,NR,I551,TOTAL,ITF6	1712960 	1558959 	1409447 	1389394 	1430215 	1392243 
FOR,NR,I551,TOTAL,ITG	11254819 	10649975 	10285900 	10023999 	9877630 	8639355 
FOR,NR,I551,TOTAL,ITG1	5974299 	5843088 	5924215 	5988148 	6120857 	5426114 
FOR,NR,I551,TOTAL,ITG2	5280520 	4806887 	4361685 	4035851 	3756773 	3213241 
FOR,NR,I551,TOTAL,ITH	54706585 	53126185 	50518202 	49618902 	49472909 	48582612 
FOR,NR,I551,TOTAL,ITH1	17213079 	16886332 	15839534 	15584453 	15663333 	15628587 
FOR,NR,I551,TOTAL,ITH2	4929071 	4803485 	4594935 	4554571 	4383444 	4204910 
FOR,NR,I551,TOTAL,ITH3	21771739 	21152999 	20461342 	19673480 	19598983 	19199000 
FOR,NR,I551,TOTAL,ITH4	2406536 	2315775 	2144339 	2016690 	2009621 	1979150 
FOR,NR,I551,TOTAL,ITH5	8386160 	7967594 	7478052 	7789708 	7817528 	7570965 
FOR,NR,I551,TOTAL,ITI	30942013 	30403389 	31600215 	33392441 	33186444 	32638431 
FOR,NR,I551,TOTAL,ITI1	13399202 	12889285 	13315101 	12875252 	12972342 	12472185 
FOR,NR,I551,TOTAL,ITI2	890287 	978791 	1007123 	984010 	943055 	914665 
FOR,NR,I551,TOTAL,ITI3	1030689 	1124734 	1194133 	1118159 	1014725 	995259 
FOR,NR,I551,TOTAL,ITI4	15621835 	15410579 	16083858 	18415020 	18256322 	18256322 
FOR,NR,I551,TOTAL,LI	125122 	107631 	90419 	108994 	111533 	111345 
FOR,NR,I551,TOTAL,LI0	125122 	107631 	90419 	108994 	111533 	111345 
FOR,NR,I551,TOTAL,LI00	125122 	107631 	90419 	108994 	111533 	111345 
FOR,NR,I551,TOTAL,LT	2526763 	2429499 	2246829 	2251173 	2169087 	2001745 
FOR,NR,I551,TOTAL,LT0	2526763 	2429499 	2246829 	2251173 	2169087 	2001745 
FOR,NR,I551,TOTAL,LT00	: 	2429499 	2246829 	2251173 	2169087 	2001745 
FOR,NR,I551,TOTAL,LT01	1468979 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,LT02	1057784 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,LU	1526416 	1593649 	1586274 	1538265 	1413420 	1424273 b
FOR,NR,I551,TOTAL,LU0	1526416 	1593649 	1586274 	1538265 	1413420 	1424273 b
FOR,NR,I551,TOTAL,LU00	1526416 	1593649 	1586274 	1538265 	1413420 	1424273 b
FOR,NR,I551,TOTAL,LV	2925077 	2675285 	2553177 	2529942 	2294596 	2143977 b
FOR,NR,I551,TOTAL,LV0	2925077 	2675285 	2553177 	2529942 	2294596 	2143977 b
FOR,NR,I551,TOTAL,LV00	2925077 	2675285 	2553177 	2529942 	2294596 	2143977 b
FOR,NR,I551,TOTAL,ME	: 	2894483 	2627448 	: 	: 	2621342 
FOR,NR,I551,TOTAL,ME0	: 	2894483 	2627448 	: 	: 	2621342 
FOR,NR,I551,TOTAL,ME00	: 	2894483 	2627448 	: 	: 	2621342 
FOR,NR,I551,TOTAL,MK	1216277 	988699 	957803 	826623 	795566 	727246 
FOR,NR,I551,TOTAL,MK0	1216277 	988699 	957803 	826623 	795566 	727246 
FOR,NR,I551,TOTAL,MK00	1216277 	988699 	957803 	826623 	795566 	727246 
FOR,NR,I551,TOTAL,MT	8917011 	8354465 	8302348 	8182364 	7940350 	7344253 
FOR,NR,I551,TOTAL,MT0	8917011 	8354465 	8302348 	8182364 	7940350 	7344253 
FOR,NR,I551,TOTAL,MT00	8917011 	8354465 	8302348 	8182364 	7940350 	7344253 
FOR,NR,I551,TOTAL,NL	26343380 	23169243 	21707565 	20183788 	18350969 	16934054 
FOR,NR,I551,TOTAL,NL1	616755 	580693 	604135 	572670 	465752 	495663 
FOR,NR,I551,TOTAL,NL11	244024 	192556 	250943 	209146 	160299 	169853 
FOR,NR,I551,TOTAL,NL12	262868 	291315 	255619 	262788 	231188 	244644 
FOR,NR,I551,TOTAL,NL13	109862 	96822 	97573 	100736 	74264 	81167 
FOR,NR,I551,TOTAL,NL2	1188495 	1007807 	998974 	828946 	732290 	825679 
FOR,NR,I551,TOTAL,NL21	421554 	357759 	312131 	219826 	186256 	256981 
FOR,NR,I551,TOTAL,NL22	632200 	558339 	577009 	502687 	454677 	520139 
FOR,NR,I551,TOTAL,NL23	134742 	91709 	109834 	106433 	91357 	48558 
FOR,NR,I551,TOTAL,NL3	22072303 	19448051 	18009703 	16924763 	15334655 	13853795 
FOR,NR,I551,TOTAL,NL31	840403 	666813 	732513 	556192 	556246 	534804 
FOR,NR,I551,TOTAL,NL32	17002565 	14897972 	13534463 	12978342 	11598072 	10373696 
FOR,NR,I551,TOTAL,NL33	3378882 	3103451 	2960254 	2712895 	2500905 	2271447 
FOR,NR,I551,TOTAL,NL34	850453 	779815 	782472 	677333 	679432 	673848 
FOR,NR,I551,TOTAL,NL4	2465826 	2132692 	2094754 	1857409 	1818272 	1758917 
FOR,NR,I551,TOTAL,NL41	1395182 	1197264 	1236620 	1058206 	1069171 	998629 
FOR,NR,I551,TOTAL,NL42	1070645 	935428 	858134 	799203 	749101 	760288 
FOR,NR,I551,TOTAL,NO	: 	6573077 	5989442 	5581658 	5068883 	5050573 
FOR,NR,I551,TOTAL,NO0	: 	6573077 	5989442 	5551123 	5049727 	5050573 
FOR,NR,I551,TOTAL,NO01	: 	2439904 	2216734 	2013302 	1791899 	1600543 
FOR,NR,I551,TOTAL,NO02	: 	568021 	514998 	453748 	442567 	475799 
FOR,NR,I551,TOTAL,NO03	: 	534239 	495183 	506593 	518595 	631996 
FOR,NR,I551,TOTAL,NO04	: 	423958 	464499 	474241 	451074 	429366 
FOR,NR,I551,TOTAL,NO05	: 	1614091 	1452290 	1264480 	1126034 	1141287 
FOR,NR,I551,TOTAL,NO06	: 	270661 	249048 	247498 	217698 	226971 
FOR,NR,I551,TOTAL,NO07	: 	722203 	596690 	591261 	501860 	544611 
FOR,NR,I551,TOTAL,PL	13638768 	12918219 	11302368 	10667222 	10129465 	9424550 
FOR,NR,I551,TOTAL,PL1	: 	2931991 	2530572 	2257277 	2196863 	2086904 
FOR,NR,I551,TOTAL,PL11	: 	300414 	311520 	286261 	242834 	258051 
FOR,NR,I551,TOTAL,PL12	: 	2631577 	2219052 	1971016 	1954029 	1828853 
FOR,NR,I551,TOTAL,PL2	3797511 	3538912 	3102284 	2983354 	2836338 	2572079 
FOR,NR,I551,TOTAL,PL21	3071804 	2822132 	2498883 	2421604 	2310759 	2074728 
FOR,NR,I551,TOTAL,PL22	725707 	716780 	603401 	561750 	525579 	497351 
FOR,NR,I551,TOTAL,PL3	: 	601264 	545716 	525881 	522201 	467384 
FOR,NR,I551,TOTAL,PL31	: 	163730 	151957 	145658 	157865 	139184 
FOR,NR,I551,TOTAL,PL32	: 	179328 	163413 	153729 	136248 	122951 
FOR,NR,I551,TOTAL,PL33	: 	63028 	54279 	49974 	50481 	51710 
FOR,NR,I551,TOTAL,PL34	: 	195178 	176067 	176520 	177607 	153539 
FOR,NR,I551,TOTAL,PL4	3016897 	2919637 	2566159 	2428133 	2257526 	2053835 
FOR,NR,I551,TOTAL,PL41	546789 	551916 	497949 	471314 	438164 	448096 
FOR,NR,I551,TOTAL,PL42	2217207 	2127912 	1852726 	1743333 	1608236 	1374749 
FOR,NR,I551,TOTAL,PL43	252901 	239809 	215484 	213486 	211126 	230990 
FOR,NR,I551,TOTAL,PL5	1312559 	1247273 	1046339 	1015972 	980375 	983479 
FOR,NR,I551,TOTAL,PL51	1220632 	1155151 	969202 	953578 	920609 	916530 
FOR,NR,I551,TOTAL,PL52	91927 	92122 	77137 	62394 	59766 	66949 
FOR,NR,I551,TOTAL,PL6	1791927 	1679142 	1511298 	1456605 	1336162 	1260869 
FOR,NR,I551,TOTAL,PL61	244302 	242101 	207617 	165908 	155594 	175855 
FOR,NR,I551,TOTAL,PL62	340107 	342587 	319520 	363889 	341615 	329961 
FOR,NR,I551,TOTAL,PL63	1207518 	1094454 	984161 	926808 	838953 	755053 
FOR,NR,I551,TOTAL,PL7	380078 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,PL71	315013 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,PL72	65065 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,PL8	588661 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,PL81	179690 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,PL82	221107 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,PL84	187864 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,PL9	2751135 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,PL91	2547004 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,PL92	204131 	: 	: 	: 	: 	: 
FOR,NR,I551,TOTAL,PT	42852697 	39326453 	35474514 	33050064 	29824569 	27256580 
FOR,NR,I551,TOTAL,PT1	35083260 	31823290 	28742820 	26781410 	23739570 	21775710 
FOR,NR,I551,TOTAL,PT11	4494370 	4006582 	3448544 	2984439 	2526361 	2168614 
FOR,NR,I551,TOTAL,PT15	15323866 	14471645 	12969105 	12354133 	11512366 	10808065 
FOR,NR,I551,TOTAL,PT16	2899028 	2209915 	1981758 	1780113 	1555312 	1479556 
FOR,NR,I551,TOTAL,PT17	11703359 	10567696 	9825571 	9199442 	7781430 	6964914 
FOR,NR,I551,TOTAL,PT18	662637 	567452 	517842 	463283 	364101 	354561 
FOR,NR,I551,TOTAL,PT2	1036381 	910724 	735586 	666058 	679469 	545204 
FOR,NR,I551,TOTAL,PT20	1036381 	910724 	735586 	666058 	679469 	545204 
FOR,NR,I551,TOTAL,PT3	6733056 	6592439 	5996108 	5602596 	5405530 	4935666 
FOR,NR,I551,TOTAL,PT30	6733056 	6592439 	5996108 	5602596 	5405530 	4935666 
FOR,NR,I551,TOTAL,RO	4799993 	4399597 	4100387 	3503522 	3167791 	3001482 b
FOR,NR,I551,TOTAL,RO1	1303024 	1195883 	1111845 	904140 	812874 	755483 b
FOR,NR,I551,TOTAL,RO11	492543 	428265 	393271 	297992 	274736 	272480 b
FOR,NR,I551,TOTAL,RO12	810481 	767618 	718574 	606148 	538138 	483003 b
FOR,NR,I551,TOTAL,RO2	586144 	558389 	553281 	497580 	494833 	414893 b
FOR,NR,I551,TOTAL,RO21	257893 	238450 	206166 	183381 	172474 	165187 b
FOR,NR,I551,TOTAL,RO22	328251 	319939 	347115 	314199 	322359 	249706 b
FOR,NR,I551,TOTAL,RO3	2424334 	2219741 	2012870 	1749492 	1515677 	1442924 b
FOR,NR,I551,TOTAL,RO31	296166 	270012 	236462 	216572 	206914 	222270 b
FOR,NR,I551,TOTAL,RO32	2128168 	1949729 	1776408 	1532920 	1308763 	1220654 b
FOR,NR,I551,TOTAL,RO4	486491 	425584 	422391 	352310 	344407 	388182 b
FOR,NR,I551,TOTAL,RO41	98801 	98533 	103952 	78959 	92637 	90991 b
FOR,NR,I551,TOTAL,RO42	387690 	327051 	318439 	273351 	251770 	297191 b
FOR,NR,I551,TOTAL,RS	: 	: 	2066142 	: 	1616648 	1518577 
FOR,NR,I551,TOTAL,SE	9335009 	8842643 	8401002 	7421430 	6874759 	6650445 
FOR,NR,I551,TOTAL,SE1	5057203 	4674301 	4504536 	3940160 	3580215 	3446457 
FOR,NR,I551,TOTAL,SE11	4498053 	4162132 	3998617 	3474427 	3123207 	3024660 
FOR,NR,I551,TOTAL,SE12	559150 	512169 	505919 	465733 	457008 	421797 
FOR,NR,I551,TOTAL,SE2	3226844 	3157777 	2920384 	2577842 	2385206 	2254172 
FOR,NR,I551,TOTAL,SE21	398197 	352801 	331305 	334010 	307251 	287887 
FOR,NR,I551,TOTAL,SE22	1040634 	1022765 	899087 	807015 	708575 	685294 
FOR,NR,I551,TOTAL,SE23	1788013 	1782211 	1689992 	1436817 	1369380 	1280991 
FOR,NR,I551,TOTAL,SE3	1050962 	1010565 	976082 	903428 	909338 	949816 
FOR,NR,I551,TOTAL,SE31	388675 	385094 	384722 	333882 	322100 	321653 
FOR,NR,I551,TOTAL,SE32	233615 	224752 	225423 	208959 	206173 	229350 
FOR,NR,I551,TOTAL,SE33	428672 	400719 	365937 	360587 	381065 	398813 
FOR,NR,I551,TOTAL,SI	5544814 	4984687 	4540345 	4294013 	4202067 	4150042 
FOR,NR,I551,TOTAL,SI0	5544814 	4984687 	4540345 	4294013 	4202067 	4150042 
FOR,NR,I551,TOTAL,SI03	1729733 	1564845 	1419979 	1388404 	1390349 	1456726 
FOR,NR,I551,TOTAL,SI04	3815081 	3419842 	3120366 	2905609 	2811718 	2693316 
FOR,NR,I551,TOTAL,SK	4249762 	4082787 	3642146 	3171407 	3528739 	3329573 
FOR,NR,I551,TOTAL,SK0	4249762 	4082787 	3642146 	3171407 	3528739 	3329573 
FOR,NR,I551,TOTAL,SK01	1388570 	1351737 	1199592 	912767 	1047674 	935191 
FOR,NR,I551,TOTAL,SK02	1075762 	949763 	852087 	804181 	830474 	834241 
FOR,NR,I551,TOTAL,SK03	894853 	883390 	782620 	720230 	835538 	807684 
FOR,NR,I551,TOTAL,SK04	890577 	897897 	807847 	734229 	815053 	752457 
FOR,NR,I551,TOTAL,TR	: 	65657106 	96345555 	97314942 	89542908 	: 
FOR,NR,I551,TOTAL,TR1	: 	11218345 	13065879 	12504602 	10939348 	: 
FOR,NR,I551,TOTAL,TR10	: 	11218345 	13065879 	12504602 	10939348 	: 
FOR,NR,I551,TOTAL,TR2	: 	273046 	558305 	566814 	519417 	: 
FOR,NR,I551,TOTAL,TR21	: 	83836 	107593 	110771 	82620 	: 
FOR,NR,I551,TOTAL,TR22	: 	189210 	450712 	456043 	436797 	: 
FOR,NR,I551,TOTAL,TR3	: 	9896717 	17113404 	17184648 	16098072 	: 
FOR,NR,I551,TOTAL,TR31	: 	1569379 	2383643 	2673641 	2366264 	: 
FOR,NR,I551,TOTAL,TR32	: 	8245850 	14642987 	14407210 	13641474 	: 
FOR,NR,I551,TOTAL,TR33	: 	81488 	86774 	103797 	90334 	: 
FOR,NR,I551,TOTAL,TR4	: 	780418 	944199 	948265 	810972 	: 
FOR,NR,I551,TOTAL,TR41	: 	423485 	530551 	514324 	449227 	: 
FOR,NR,I551,TOTAL,TR42	: 	356933 	413648 	433941 	361745 	: 
FOR,NR,I551,TOTAL,TR5	: 	772421 	1073443 	1149740 	1209527 	: 
FOR,NR,I551,TOTAL,TR51	: 	664572 	897505 	947856 	994215 	: 
FOR,NR,I551,TOTAL,TR52	: 	107849 	175938 	201884 	215312 	: 
FOR,NR,I551,TOTAL,TR6	: 	41818145 	61804320 	62893516 	58056568 	: 
FOR,NR,I551,TOTAL,TR61	: 	41536917 	61431288 	62519137 	57697237 	: 
FOR,NR,I551,TOTAL,TR62	: 	199711 	274278 	249776 	220262 	: 
FOR,NR,I551,TOTAL,TR63	: 	81517 	98754 	124603 	139069 	: 
FOR,NR,I551,TOTAL,TR7	: 	254908 	883577 	1251366 	1197737 	: 
FOR,NR,I551,TOTAL,TR71	: 	200205 	842113 	1205231 	1146712 	: 
FOR,NR,I551,TOTAL,TR72	: 	54703 	41464 	46135 	51025 	: 
FOR,NR,I551,TOTAL,TR8	: 	110028 	92418 	90942 	74900 	: 
FOR,NR,I551,TOTAL,TR81	: 	56598 	39556 	44986 	37575 	: 
FOR,NR,I551,TOTAL,TR82	: 	8072 	12957 	6924 	7651 	: 
FOR,NR,I551,TOTAL,TR83	: 	45358 	39905 	39032 	29674 	: 
FOR,NR,I551,TOTAL,TR9	: 	243097 	376280 	220083 	164921 	: 
FOR,NR,I551,TOTAL,TR90	: 	243097 	376280 	220083 	164921 	: 
FOR,NR,I551,TOTAL,TRA	: 	51460 	77059 	102162 	103513 	: 
FOR,NR,I551,TOTAL,TRA1	: 	29997 	54106 	67172 	73519 	: 
FOR,NR,I551,TOTAL,TRA2	: 	21463 	22953 	34990 	29994 	: 
FOR,NR,I551,TOTAL,TRB	: 	71213 	88553 	90268 	56271 	: 
FOR,NR,I551,TOTAL,TRB1	: 	18539 	24860 	24952 	21101 	: 
FOR,NR,I551,TOTAL,TRB2	: 	52674 	63693 	65316 	35170 	: 
FOR,NR,I551,TOTAL,TRC	: 	167308 	268118 	312536 	311662 	: 
FOR,NR,I551,TOTAL,TRC1	: 	120054 	177142 	197920 	205247 	: 
FOR,NR,I551,TOTAL,TRC2	: 	33014 	60461 	78942 	71420 	: 
FOR,NR,I551,TOTAL,TRC3	: 	14240 	30515 	35674 	34995 	: 
FOR,NR,I551,TOTAL,UK	: 	88041150 	: 	: 	76419113 	65269158 b
FOR,NR,I551,TOTAL,UKC	: 	728080 	: 	: 	643038 	634423 b
FOR,NR,I551,TOTAL,UKC1	: 	163270 	: 	: 	192817 	152670 b
FOR,NR,I551,TOTAL,UKC2	: 	564810 	: 	: 	450221 	481753 b
FOR,NR,I551,TOTAL,UKD	: 	4359650 	: 	: 	4357596 	3500304 b
FOR,NR,I551,TOTAL,UKD1	: 	570620 	: 	: 	479320 	447667 b
FOR,NR,I551,TOTAL,UKD3	: 	1981130 	: 	: 	1874950 	1428075 b
FOR,NR,I551,TOTAL,UKD4	: 	440840 	: 	: 	550005 	315934 b
FOR,NR,I551,TOTAL,UKD6	: 	284450 	: 	: 	421405 	329728 b
FOR,NR,I551,TOTAL,UKD7	: 	1082610 	: 	: 	1031917 	978901 b
FOR,NR,I551,TOTAL,UKE	: 	1869220 	: 	: 	1713881 	1430027 b
FOR,NR,I551,TOTAL,UKE1	: 	141520 	: 	: 	137778 	125447 b
FOR,NR,I551,TOTAL,UKE2	: 	749260 	: 	: 	722696 	509783 b
FOR,NR,I551,TOTAL,UKE3	: 	336830 	: 	: 	318981 	336738 b
FOR,NR,I551,TOTAL,UKE4	: 	641610 	: 	: 	534425 	458059 b
FOR,NR,I551,TOTAL,UKF	: 	1241860 	: 	: 	1173759 	1089051 b
FOR,NR,I551,TOTAL,UKF1	: 	658610 	: 	: 	503557 	568889 b
FOR,NR,I551,TOTAL,UKF2	: 	458890 	: 	: 	461183 	398665 b
FOR,NR,I551,TOTAL,UKF3	: 	124360 	: 	: 	209019 	121497 b
FOR,NR,I551,TOTAL,UKG	: 	2121560 	: 	: 	2408890 	1992800 b
